Sample_unique_id,Treat,Plate,library,Cell,Dose,Time,Compound name,Catalog Number,Catalog Number.1,smiles
sample2_980,Compd0652,Plate7,2,293T,10uM,24h,Isokadsuranin,Cpd0652,82467-52-5,CC1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4CC1C)OC)OC)OC)OC)OCO3
sample2_981,Compd0653,Plate7,2,293T,10uM,24h,Isoimperatorin,Cpd0653,482-45-1,CC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C
sample2_982,Compd0654,Plate7,2,293T,10uM,24h,"Isodemethylwed
elolactone",Cpd0654,350681-33-3,C1=C(C=C(C2=C1C3=C(C4=CC(=C(C=C4O3)O)O)C(=O)O2)O)O
sample2_983,Compd0655,Plate7,2,293T,10uM,24h,Corynoxeine,Cpd0655,630-94-4,COC=C(C1CC2C3(CCN2CC1C=C)C4=CC=CC=C4NC3=O)C(=O)OC
sample2_984,Compd0656,Plate7,2,293T,10uM,24h,Cnidilin,Cpd0656,14348-22-2,CC(=CCOC1=C2C=COC2=C(C3=C1C=CC(=O)O3)OC)C
sample2_985,Compd0657,Plate7,2,293T,10uM,24h,"Isorhamnetin
3-sophoroside-7
-rhamnoside",Cpd0657,41328-75-0,CC1C(C(C(C(O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)OC4C(C(C(C(O4)CO)O)O)OC5C(C(C(C(O5)CO)O)O)O)C6=CC(=C(C=C6)O)OC)O)O)O)O
sample2_986,Compd0658,Plate7,2,293T,10uM,24h,"Isorhamnetin
3-glucoside-7-rh amnoside",Cpd0658,17331-71-4,CC1C(C(C(C(O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)OC4C(C(C(C(O4)CO)O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O
sample2_987,Compd0659,Plate7,2,293T,10uM,24h,"Isorhamnetin
3-O-neohespeid oside",Cpd0659,55033-90-4,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)CO)O)O)O)O)O
sample2_988,Compd0660,Plate7,2,293T,10uM,24h,Isoalantolactone,Cpd0660,470-17-7,CC12CCCC(=C)C1CC3C(C2)OC(=O)C3=C
sample2_989,Compd0661,Plate7,2,293T,10uM,24h,Isoschaftoside,Cpd0661,52012-29-0,C1C(C(C(C(O1)C2=C(C(=C3C(=C2O)C(=O)C=C(O3)C4=CC=C(C=C4)O)C5C(C(C(C(O5)CO)O)O)O)O)O)O)O
sample2_99,Compd0499,Plate5,2,293T,10uM,24h,Complanatuside,Cpd0499,116183-66-5,COC1=CC(=C2C(=C1)OC(=C(C2=O)OC3C(C(C(C(O3)CO)O)O)O)C4=CC=C(C=C4)OC5C(C(C(C(O5)CO)O)O)O)O
sample2_990,Compd0662,Plate7,2,293T,10uM,24h,Isosakuranetin,Cpd0662,480-43-3,COC1=CC=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O
sample2_991,Compd0663,Plate7,2,293T,10uM,24h,Marmesin,Cpd0663,13849-08-6,CC(C)(C1CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)O
sample2_992,Compd0664,Plate7,2,293T,10uM,24h,Icariin,Cpd0664,489-32-7,CC1C(C(C(C(O1)OC2=C(OC3=C(C2=O)C(=CC(=C3CC=C(C)C)OC4C(C(C(C(O4)CO)O)O)O)O)C5=CC=C(C=C5)OC)O)O)O
sample2_993,Compd0665,Plate7,2,293T,10uM,24h,Icaritin,Cpd0665,118525-40-9,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C(=C(O2)C3=CC=C(C=C3)OC)O)C
sample2_994,Compd0666,Plate7,2,293T,10uM,24h,Epimedoside A,Cpd0666,39012-04-9,CC1C(C(C(C(O1)OC2=C(OC3=C(C2=O)C(=CC(=C3CC=C(C)C)OC4C(C(C(C(O4)CO)O)O)O)O)C5=CC=C(C=C5)O)O)O)O
sample2_995,Compd0667,Plate7,2,293T,10uM,24h,Ginkgolic    acid 15:1,Cpd0667,22910-60-7,CCCCCCC=CCCCCCCCC1=C(C(=CC=C1)O)C(=O)O
sample2_996,Compd0668,Plate7,2,293T,10uM,24h,Ginkgolic    acid 17:1,Cpd0668,111047-30-4,CCCCCCC=CCCCCCCCCCC1=C(C(=CC=C1)O)C(=O)O
sample2_997,Compd0669,Plate7,2,293T,10uM,24h,Ginkgolide A,Cpd0669,15291-75-5,CC1C(=O)OC2C1(C34C(=O)OC5C3(C2)C6(C(C5)C(C)(C)C)C(C(=O)OC6O4)O)O
sample2_998,Compd0670,Plate7,2,293T,10uM,24h,Ginkgolide B,Cpd0670,15291-77-7,CC1C(=O)OC2C1(C34C(=O)OC5C3(C2O)C6(C(C5)C(C)(C)C)C(C(=O)OC6O4)O)O
sample2_999,Compd0671,Plate7,2,293T,10uM,24h,Ginkgolide C,Cpd0671,15291-76-6,CC1C(=O)OC2C1(C34C(=O)OC5C3(C2O)C6(C(C5O)C(C)(C)C)C(C(=O)OC6O4)O)O
sample3_1,Compd0801,Plate9,3,293T,10uM,24h,Procyanidin B2,Cpd0801,29106-49-8,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O
sample3_10,Compd0810,Plate9,3,293T,10uM,24h,"Egg             yolk phosphatidylcho
lines",Cpd0810,93685-90-6,CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COP(=O)(CC[N+](C)(C)C)[O-]
sample3_100,Compd0900,Plate9,3,293T,10uM,24h,Camellianin A,Cpd0900,109232-77-1,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3=CC(=CC4=C3C(=O)C=C(O4)C5=CC=C(C=C5)O)O)COC(=O)C)O)O)O
sample3_1000,Compd1072,Plate11,3,293T,10uM,24h,Amoxicillin,Cpd1072,26787-78-0,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C
sample3_1002,Compd1074,Plate11,3,293T,10uM,24h,Thymol,Cpd1074,89-83-8,CC1=CC(=C(C=C1)C(C)C)O
sample3_1003,Compd1075,Plate11,3,293T,10uM,24h,Camphor,Cpd1075,76-22-2,CC1(C2CCC1(C(=O)C2)C)C
sample3_1004,Compd1076,Plate11,3,293T,10uM,24h,Kobusin,Cpd1076,36150-23-9,COC1=C(C=C(C=C1)C2C3COC(C3CO2)C4=CC5=C(C=C4)OCO5)OC
sample3_1005,Compd1077,Plate11,3,293T,10uM,24h,Epimagnolin A,Cpd1077,41689-51-4,COC1=C(C=C(C=C1)C2C3COC(C3CO2)C4=CC(=C(C(=C4)OC)OC)OC)OC
sample3_1006,Compd1078,Plate11,3,293T,10uM,24h,α-Santonin,Cpd1078,481-06-1,CC1C2CCC3(C=CC(=O)C(=C3C2OC1=O)C)C
sample3_1007,Compd1079,Plate11,3,293T,10uM,24h,Phloretin,Cpd1079,60-82-2,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O
sample3_1008,Compd1080,Plate11,3,293T,10uM,24h,Allantoin,Cpd1080,97-59-6,C1(C(=O)NC(=O)N1)NC(=O)N
sample3_1009,Compd1081,Plate11,3,293T,10uM,24h,Pyrogallol,Cpd1081,87-66-1,C1=CC(=C(C(=C1)O)O)O
sample3_101,DMSO,Plate9,3,293T,10uM,24h,,,,
sample3_1010,Compd1082,Plate11,3,293T,10uM,24h,Auraptene,Cpd1082,495-02-3,CC(=CCCC(=CCOC1=CC2=C(C=C1)C=CC(=O)O2)C)C
sample3_1011,Compd1083,Plate11,3,293T,10uM,24h,Harmine,Cpd1083,442-51-3,CC1=NC=CC2=C1NC3=C2C=CC(=C3)OC
sample3_1013,Compd1085,Plate11,3,293T,10uM,24h,Umbelliferone,Cpd1085,93-35-6,C1=CC(=CC2=C1C=CC(=O)O2)O
sample3_1014,Compd1086,Plate11,3,293T,10uM,24h,"7-Methoxycoum
arin",Cpd1086,531-59-9,COC1=CC2=C(C=C1)C=CC(=O)O2
sample3_1015,Compd1087,Plate11,3,293T,10uM,24h,Scoparone,Cpd1087,120-08-1,COC1=C(C=C2C(=C1)C=CC(=O)O2)OC
sample3_1016,Compd1088,Plate11,3,293T,10uM,24h,"trans-p-Coumari
c acid",Cpd1088,501-98-4,C1=CC(=CC=C1C=CC(=O)O)O
sample3_1017,Compd1089,Plate11,3,293T,10uM,24h,Stevioside,Cpd1089,57817-89-7,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)(C)C(=O)OC7C(C(C(C(O7)CO)O)O)O
sample3_1018,Compd1090,Plate11,3,293T,10uM,24h,Palmatine chloride,Cpd1090,10605-02-4,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)OC)OC.[Cl-]
sample3_1019,Compd1091,Plate11,3,293T,10uM,24h,Reserpine,Cpd1091,50-55-5,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
sample3_102,DMSO,Plate9,3,293T,10uM,24h,,,,
sample3_1020,Compd1092,Plate11,3,293T,10uM,24h,Trifolirhizin,Cpd1092,6807-83-6,C1C2C(C3=C(O1)C=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O)OC5=CC6=C(C=C25)OCO6
sample3_1021,Compd1093,Plate11,3,293T,10uM,24h,Jatrorrhizine chloride,Cpd1093,6681-15-8,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)O)OC)OC.[Cl-]
sample3_1022,Compd1094,Plate11,3,293T,10uM,24h,Vanillin,Cpd1094,121-33-5,COC1=C(C=CC(=C1)C=O)O
sample3_1024,Compd1096,Plate11,3,293T,10uM,24h,"Glycyrrhizic
acid",Cpd1096,1405-86-3,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C
sample3_1025,Compd1097,Plate11,3,293T,10uM,24h,Theophylline,Cpd1097,58-55-9,CN1C2=C(C(=O)N(C1=O)C)NC=N2
sample3_1026,Compd1098,Plate11,3,293T,10uM,24h,Quinine,Cpd1098,130-95-0,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
sample3_1027,Compd1099,Plate11,3,293T,10uM,24h,Theobromine,Cpd1099,83-67-0,CN1C=NC2=C1C(=O)NC(=O)N2C
sample3_1028,Compd1100,Plate11,3,293T,10uM,24h,Chloramphenico l,Cpd1100,56-75-7,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
sample3_1029,DMSO,Plate11,3,293T,10uM,24h,,,,
sample3_103,DMSO,Plate9,3,293T,10uM,24h,,,,
sample3_1030,DMSO,Plate11,3,293T,10uM,24h,,,,
sample3_1031,DMSO,Plate11,3,293T,10uM,24h,,,,
sample3_1032,DMSO,Plate11,3,293T,10uM,24h,,,,
sample3_1033,DMSO,Plate11,3,293T,10uM,24h,,,,
sample3_1034,DMSO,Plate11,3,293T,10uM,24h,,,,
sample3_1035,JQ1,Plate11,3,293T,10uM,24h,,,,
sample3_1036,JQ1,Plate11,3,293T,10uM,24h,,,,
sample3_1037,JQ1,Plate11,3,293T,10uM,24h,,,,
sample3_1038,JQ1,Plate11,3,293T,10uM,24h,,,,
sample3_1039,JQ1,Plate11,3,293T,10uM,24h,,,,
sample3_104,DMSO,Plate9,3,293T,10uM,24h,,,,
sample3_1040,JQ1,Plate11,3,293T,10uM,24h,,,,
sample3_105,DMSO,Plate9,3,293T,10uM,24h,,,,
sample3_1059,Compd1103,Plate12,3,293T,10uM,24h,Guaiazulene,Cpd1103,489-84-9,CC1=C2C=CC(=C2C=C(C=C1)C(C)C)C
sample3_106,DMSO,Plate9,3,293T,10uM,24h,,,,
sample3_1060,Compd1104,Plate12,3,293T,10uM,24h,Protocatechuald ehyde,Cpd1104,139-85-5,C1=CC(=C(C=C1C=O)O)O
sample3_1062,Compd1106,Plate12,3,293T,10uM,24h,(+)-Borneol,Cpd1106,464-43-7,CC1(C2CCC1(C(C2)O)C)C
sample3_1063,Compd1107,Plate12,3,293T,10uM,24h,Stachydrine hydrochloride,Cpd1107,32039-74-0,C[N+]1(CCCC1C(=O)O)C.[Cl-]
sample3_1064,Compd1108,Plate12,3,293T,10uM,24h,"Benzyl
Cinnamate",Cpd1108,103-41-3,C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2
sample3_1065,Compd1109,Plate12,3,293T,10uM,24h,Polyphyllin I,Cpd1109,50773-41-6,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(O8)CO)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1
sample3_1066,Compd1110,Plate12,3,293T,10uM,24h,(-)-Menthol,Cpd1110,2216-51-5,CC1CCC(C(C1)O)C(C)C
sample3_1068,Compd1112,Plate12,3,293T,10uM,24h,Caffeic         acid phenethyl ester,Cpd1112,104594-70-9,C1=CC=C(C=C1)CCOC(=O)C=CC2=CC(=C(C=C2)O)O
sample3_107,JQ1,Plate9,3,293T,10uM,24h,,,,
sample3_1071,Compd1115,Plate12,3,293T,10uM,24h,Columbianadin,Cpd1115,5058-13-9,CC=C(C)C(=O)OC(C)(C)C1CC2=C(O1)C=CC3=C2OC(=O)C=C3
sample3_1072,Compd1116,Plate12,3,293T,10uM,24h,Polyphyllin VI,Cpd1116,55916-51-3,CC1CCC2(C(C3(C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)C)O)O)O)C)C)O)C)OC1
sample3_1073,Compd1117,Plate12,3,293T,10uM,24h,Sophoridine,Cpd1117,6882-68-4,C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1
sample3_1074,Compd1118,Plate12,3,293T,10uM,24h,Tangeretin,Cpd1118,481-53-8,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC
sample3_1075,Compd1119,Plate12,3,293T,10uM,24h,"8-Hydroxy-3,5,6
,7,3´,4´-hexame thoxyflavone",Cpd1119,1000415-56-4,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)O)OC)OC
sample3_1076,Compd1120,Plate12,3,293T,10uM,24h,"Isoscoparin-2”
-β-D-glucopyra noside",Cpd1120,97605-25-9,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)C4C(C(C(C(O4)CO)O)O)OC5C(C(C(C(O5)CO)O)O)O)O)O
sample3_1077,Compd1121,Plate12,3,293T,10uM,24h,Oxysophocarpin e,Cpd1121,26904-64-3,C1CC2CN3C(CC=CC3=O)C4C2[N+](C1)(CCC4)[O-]
sample3_1078,Compd1122,Plate12,3,293T,10uM,24h,Aristolactam I,Cpd1122,13395-02-3,COC1=CC=CC2=C3C4=C(C=C21)NC(=O)C4=CC5=C3OCO5
sample3_1079,Compd1123,Plate12,3,293T,10uM,24h,Indigotin,Cpd1123,482-89-3,C1=CC=C2C(=C1)C(=C(N2)C3=NC4=CC=CC=C4C3=O)O
sample3_108,JQ1,Plate9,3,293T,10uM,24h,,,,
sample3_1080,Compd1124,Plate12,3,293T,10uM,24h,Atropine sulfate,Cpd1124,5908-99-6,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.OS(=O)(=O)O
sample3_1081,Compd1125,Plate12,3,293T,10uM,24h,Procyanidin A1,Cpd1125,103883-03-0,C1C(C(OC2=C1C(=CC3=C2C4C(C(O3)(OC5=CC(=CC(=C45)O)O)C6=CC(=C(C=C6)O)O)O)O)C7=CC(=C(C=C7)O)O)O
sample3_1082,Compd1126,Plate12,3,293T,10uM,24h,Procyanidin A2,Cpd1126,41743-41-3,C1C(C(OC2=C1C(=CC3=C2C4C(C(O3)(OC5=CC(=CC(=C45)O)O)C6=CC(=C(C=C6)O)O)O)O)C7=CC(=C(C=C7)O)O)O
sample3_1083,Compd1127,Plate12,3,293T,10uM,24h,4-Mthoxysalicyl aldehyde,Cpd1127,673-22-3,COC1=CC(=C(C=C1)C=O)O
sample3_1084,Compd1128,Plate12,3,293T,10uM,24h,Citropten,Cpd1128,487-06-9,COC1=CC2=C(C=CC(=O)O2)C(=C1)OC
sample3_1085,Compd1129,Plate12,3,293T,10uM,24h,Paris saponin II,Cpd1129,50773-42-7,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)OC9C(C(C(C(O9)C)O)O)O)O)O)O)OC2C(C(C(C(O2)C)O)O)O)C)C)C)OC1
sample3_1086,Compd1130,Plate12,3,293T,10uM,24h,Deoxycholic Acid,Cpd1130,83-44-3,CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C
sample3_1087,Compd1131,Plate12,3,293T,10uM,24h,Isoborneol,Cpd1131,124-76-5,CC1(C2CCC1(C(C2)O)C)C
sample3_109,JQ1,Plate9,3,293T,10uM,24h,,,,
sample3_1091,Compd1135,Plate12,3,293T,10uM,24h,Menthol,Cpd1135,89-78-1,CC1CCC(C(C1)O)C(C)C
sample3_1093,Compd1137,Plate12,3,293T,10uM,24h,Patchouli Alcohol,Cpd1137,5986-55-0,CC1CCC2(C(C3CCC2(C1C3)C)(C)C)O
sample3_1096,Compd1140,Plate12,3,293T,10uM,24h,Hydroxytyrosol,Cpd1140,10597-60-1,C1=CC(=C(C=C1CCO)O)O
sample3_1097,Compd1141,Plate12,3,293T,10uM,24h,p-Hydroxyaceto phenone,Cpd1141,99-93-4,CC(=O)C1=CC=C(C=C1)O
sample3_1098,Compd1142,Plate12,3,293T,10uM,24h,α-Terthiophene,Cpd1142,1081-34-1,C1=CSC(=C1)C2=CC=C(S2)C3=CC=CS3
sample3_1099,Compd1143,Plate12,3,293T,10uM,24h,L-Theanine,Cpd1143,3081-61-6,CCNC(=O)CCC(C(=O)O)N
sample3_11,Compd0811,Plate9,3,293T,10uM,24h,Salvianolic  acid F,Cpd0811,158732-59-3,C1=CC(=C(C=C1C=CC2=C(C=CC(=C2O)O)C=CC(=O)O)O)O
sample3_110,JQ1,Plate9,3,293T,10uM,24h,,,,
sample3_1100,Compd1144,Plate12,3,293T,10uM,24h,L-Alanine,Cpd1144,56-41-7,CC(C(=O)O)N
sample3_1101,Compd1145,Plate12,3,293T,10uM,24h,"L-Glutamic
Acid",Cpd1145,56-86-0,C(CC(=O)O)C(C(=O)O)N
sample3_1102,Compd1146,Plate12,3,293T,10uM,24h,L-Citrulline,Cpd1146,372-75-8,C(CC(C(=O)O)N)CNC(=O)N
sample3_1103,Compd1147,Plate12,3,293T,10uM,24h,L-Arginine,Cpd1147,74-79-3,C(CC(C(=O)O)N)CN=C(N)N
sample3_1104,Compd1148,Plate12,3,293T,10uM,24h,L-Leucine,Cpd1148,61-90-5,CC(C)CC(C(=O)O)N
sample3_1105,Compd1149,Plate12,3,293T,10uM,24h,L-Proline,Cpd1149,147-85-3,C1CC(NC1)C(=O)O
sample3_1106,Compd1150,Plate12,3,293T,10uM,24h,"L-Hydroxyproli
ne",Cpd1150,51-35-4,C1C(CNC1C(=O)O)O
sample3_1107,Compd1151,Plate12,3,293T,10uM,24h,β-Alanine,Cpd1151,107-95-9,C(CN)C(=O)O
sample3_1108,Compd1152,Plate12,3,293T,10uM,24h,Glycine,Cpd1152,56-40-6,C(C(=O)O)N
sample3_1109,Compd1153,Plate12,3,293T,10uM,24h,Atractylenolide III,Cpd1153,73030-71-4,CC1=C2CC3C(=C)CCCC3(CC2(OC1=O)O)C
sample3_111,JQ1,Plate9,3,293T,10uM,24h,,,,
sample3_1110,Compd1154,Plate12,3,293T,10uM,24h,Isoastilbin,Cpd1154,54081-48-0,CC1C(C(C(C(O1)OC2C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O
sample3_1111,Compd1155,Plate12,3,293T,10uM,24h,Neoisoastilbin,Cpd1155,54141-72-9,CC1C(C(C(C(O1)OC2C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O
sample3_1112,Compd1156,Plate12,3,293T,10uM,24h,Neoastilbin,Cpd1156,54081-47-9,CC1C(C(C(C(O1)OC2C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O
sample3_1113,Compd1157,Plate12,3,293T,10uM,24h,"Aloe-emodin-3- (hydroxymethyl
)-O-β-D-gluco
pyranoside",Cpd1157,50488-89-6,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)COC4C(C(C(C(O4)CO)O)O)O
sample3_1114,Compd1158,Plate12,3,293T,10uM,24h,"Chrysophanol-8
-O-β-D-glucosi de",Cpd1158,13241-28-6,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3OC4C(C(C(C(O4)CO)O)O)O
sample3_1115,Compd1159,Plate12,3,293T,10uM,24h,"Aloe-emodin
-8-O-β-D-gluc oside",Cpd1159,33037-46-6,C1=CC2=C(C(=C1)OC3C(C(C(C(O3)CO)O)O)O)C(=O)C4=C(C2=O)C=C(C=C4O)CO
sample3_1116,Compd1160,Plate12,3,293T,10uM,24h,Moracin P,Cpd1160,102841-46-3,CC1(C(CC2=C(O1)C=C3C(=C2)C=C(O3)C4=CC(=CC(=C4)O)O)O)C
sample3_1117,Compd1161,Plate12,3,293T,10uM,24h,Moracin O,Cpd1161,123702-97-6,CC(C)(C1CC2=C(O1)C=C3C(=C2)C=C(O3)C4=CC(=CC(=C4)O)O)O
sample3_1118,Compd1162,Plate12,3,293T,10uM,24h,Noreugenin,Cpd1162,1013-69-0,CC1=CC(=O)C2=C(C=C(C=C2O1)O)O
sample3_1119,Compd1163,Plate12,3,293T,10uM,24h,Harmaline,Cpd1163,304-21-2,CC1=NCCC2=C1NC3=C2C=CC(=C3)OC
sample3_112,JQ1,Plate9,3,293T,10uM,24h,,,,
sample3_1120,Compd1164,Plate12,3,293T,10uM,24h,Sodium taurocholate,Cpd1164,145-42-6,CC(CCC(=O)NCCS(=O)(=O)[O-])C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C.[Na+]
sample3_1121,Compd1165,Plate12,3,293T,10uM,24h,Hypoxanthine,Cpd1165,68-94-0,C1=NC2=C(N1)C(=O)NC=N2
sample3_1122,Compd1166,Plate12,3,293T,10uM,24h,"3,5,6,7,8,3´,4´-
heptamethoxyfla
vone",Cpd1166,1178-24-1,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC)OC
sample3_1123,Compd1167,Plate12,3,293T,10uM,24h,"Chrysophanol-1
-O-β-D-glucosi de",Cpd1167,4839-60-5,CC1=CC2=C(C(=C1)OC3C(C(C(C(O3)CO)O)O)O)C(=O)C4=C(C2=O)C=CC=C4O
sample3_1124,Compd1168,Plate12,3,293T,10uM,24h,"Physcion-8-O-
β-D-glucoside",Cpd1168,23451-01-6,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3OC4C(C(C(C(O4)CO)O)O)O)OC
sample3_1125,Compd1169,Plate12,3,293T,10uM,24h,Sodium deoxycholate,Cpd1169,302-95-4,CC(CCC(=O)[O-])C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C.[Na+]
sample3_1126,Compd1170,Plate12,3,293T,10uM,24h,Lupeol,Cpd1170,545-47-1,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C
sample3_1127,Compd1171,Plate12,3,293T,10uM,24h,Hydrocortisone,Cpd1171,50-23-7,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O
sample3_1128,Compd1172,Plate12,3,293T,10uM,24h,Pulchinenoside B4,Cpd1172,129741-57-7,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OCC3C(C(C(C(O3)OC(=O)C45CCC(C4C6CCC7C8(CCC(C(C8CCC7(C6(CC5)C)C)(C)CO)OC9C(C(C(CO9)O)O)OC1C(C(C(C(O1)C)O)O)O)C)C(=C)C)O)O)O)CO)O)O)O
sample3_1129,Compd1173,Plate12,3,293T,10uM,24h,Fangchinoline,Cpd1173,436-77-1,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)O)OC)OC
sample3_113,Compd0801,Plate9,3,293T,10uM,24h,Procyanidin B2,Cpd0801,29106-49-8,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O
sample3_1130,Compd1174,Plate12,3,293T,10uM,24h,1-Deoxynojirim ycin,Cpd1174,19130-96-2,C1C(C(C(C(N1)CO)O)O)O
sample3_1131,Compd1175,Plate12,3,293T,10uM,24h,Trimethoprim,Cpd1175,738-70-5,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
sample3_1132,Compd1176,Plate12,3,293T,10uM,24h,Sulfamethoxazo le,Cpd1176,723-46-6,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N
sample3_1134,Compd1178,Plate12,3,293T,10uM,24h,"Mulberrofuran
G",Cpd1178,87085-00-5,CC1=CC2C3C(C1)C4=C(C=C(C=C4)O)OC3(OC5=CC(=CC(=C25)O)C6=CC7=C(O6)C=C(C=C7)O)C8=C(C=C(C=C8)O)O
sample3_1135,Compd1179,Plate12,3,293T,10uM,24h,Oxyresveratrol,Cpd1179,29700-22-9,C1=CC(=C(C=C1O)O)C=CC2=CC(=CC(=C2)O)O
sample3_1136,Compd1180,Plate12,3,293T,10uM,24h,"Mulberrofuran
Q",Cpd1180,101383-35-1,CC12CC(C3=C(O1)C=C(C=C3)O)C45C(C2=O)C6=C(C=C(C=C6OC4(O5)C7=C(C=C(C=C7)O)O)C8=CC9=C(O8)C=C(C=C9)O)O
sample3_1137,Compd1181,Plate12,3,293T,10uM,24h,Emodin-8-O-β- D-glucoside,Cpd1181,23313-21-5,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3OC4C(C(C(C(O4)CO)O)O)O)O
sample3_1138,Compd1182,Plate12,3,293T,10uM,24h,N-Methylcytisin e hydrobromide,Cpd1182,486-86-2,CN1CC2CC(C1)C3=CC=CC(=O)N3C2
sample3_1139,Compd1183,Plate12,3,293T,10uM,24h,PSX014,Cpd1183,,
sample3_114,Compd0802,Plate9,3,293T,10uM,24h,Procyanidin B1,Cpd0802,20315-25-7,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O
sample3_1140,Compd1184,Plate12,3,293T,10uM,24h,"Physcion-1-O-
β-D-glucoside",Cpd1184,26296-54-8,CC1=CC2=C(C(=C1)OC3C(C(C(C(O3)CO)O)O)O)C(=O)C4=C(C2=O)C=C(C=C4O)OC
